text,label
turn heater heater set ltgt degrees,0
wamma get laidwant real doggin locations sent direct mobile join uks largest dogging network txt dogs nownyt eca lp msg,1
wa ur openin sentence formal anyway im fine juz tt im eatin much puttin weighthaha anythin special happened,0
welcome please reply age gender begin eg,1
guess somebody know secretly fancies wanna find give us call landline dateboxessexcmxn pmin,1
new message call,1
hmm ok ill stay like hour cos eye really sore,0
well done costa del sol holiday await collection call toclaim sae tcs pobox stockport skxh costpm maxmins,1
ofcourse also upload songs,0
datoday also forgot,0
thread wishlist section forums ppl post nitro requests start last page collect bottom,0
thursday,0
okay name ur price long legal wen pick ave ams xx,0
aight rush ill ask jay,0
right wasnt phoned someone number like,0
wow impressed funs shopping,0
come mahal bus stop ltdecimalgt,0
babe talking think good boy missing love,0
alright took morphine back yo,0
reach home safe sound liao,0
dont think spatula hands,0
gud ni dearslp welltake careswt dreamsmuah,0
also wheres piece,0
make time tonight whenever cool text whenever youre around,0
want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call,1
dear call tmorrowpls accomodate,0
exam february wish great day,0
okay soon best,0
wat time going xins hostel,0
kallis wont bat nd innings,0
oh ya got hip hop open haha thinking go jazz zoom cine actually tonight im free leh theres kb lesson tonight,0
seriously spell name,0
ok chinese food way get fat youre paying lipo,0
aight thanks comin,0
pls go ahead watts wanted sure great weekend abiola,0
mobile mths update free oranges latest colour camera mobiles unlimited weekend calls call mobile upd freefone stoptx,1
come get quite diff guess rite,0
makes sense btw carlos difficult guys gonna smoke go pick second batch get gas,0
important message final contact attempt important messages waiting customer claims dept expires call,1
sorry im free,0
urgent call landline complimentary ibiza holiday cash await collection sae tcs po box sk wp ppm,1
hi dis yijue would happy work wif gek,0
dont go tell friend youre sure want live smokes much spend hours begging come smoke,0
told number gautham,0
natalie inviting friend reply yes see stop send stop frnd,1
widelivecomindex wmlidadafirsttruec ringtone,1
course maths one day one chapter one month finish,0
pls dont restrict eating anythin likes next two days,0
haha figures well found piece priscillas bowl,0
alright im outhave good night,0
thanx puttin da fone,0
st andre virgils cream,0
dun say early hor already say,0
oh phone phoned disconnected,0
goldviking inviting friend reply yes see stop send stop frnd,1
ssindia going draw series many years south african soil,0
thats cool sometimes slow gentle sonetimes rough hard,0
er hello things didnt quite go plan limping slowly home followed aa exhaust hanging,0
chill another hrs could sleep pain surgical emergency see unfolds okay,0
yeah sure ill leave min,0
hmmm imagine youve come home rub feet make dinner help get ready date sure ready kind life,0
dont floppy snappy happy gay chat service photo upload call pmin stop texts call,1
contacted dating service someone know find call mobile landline poboxldns,1
looked addie goes back monday sucks,0
thats one issues california okay snow manageable,0
im saying havent explicitly told nora know someone im probably gonna bother,0
change fb jaykwon thuglyfe falconerf,0
youwhen wil reach,0
love wine dine lady,0
thank god bed,0
spoke uncle john today strongly feels need sacrifice keep hes going call beg listen dont make promises make clear things easy need please let us work things long keep expecting help creativity stifled pls keep happy promises part,0
congrats mobile videophones call videochat wid mates play java games dload polyph music noline rentl,1
sure dont mean get made hold weed,0
ard like dat lor juz meet mrt station dun haf come,0
jay snickering tells totally fucking chords speak,0
heard week,0
yes princess want make happy,0
anyway dont think secure anything lemme know want drive south chill,0
hahahause brain dear,0
refused loan secured unsecured cant get credit call free text back help,1
unsubscribed services get tons sexy babes hunks straight phone go subscriptions,1
tick tick tick could die loneliness know pouts stomps feet need,0
mro coming gym machan goodnight,0
lol nah wasnt bad thanks good home quite reality check hows ur day anything website,0
find way didnt include details,0
uncle boye need movies oh guide plus know torrents particularly legal system slowing gr day plus started cos dont meet online honey moon,0
id say thats good sign well know track record reading women,0
yes princess want please every night wish command,0
dun thk ill quit yet hmmm go jazz yogasana oso go meet em lessons den,0
sday joinedso training started today,0
anetworks allow companies bill sms responsible suppliers shop give guarantee sell,1
show wot say could dust,0
huh hyde park mel ah opps got confused anyway tts best choice den juz take,0
please call immediately urgent message waiting,1
forwarded please call immediately urgent message waiting,1
didnt work oh ok goodnight ill fix ready time wake dearly missed good night sleep,0
course dont tease know simply must see grins keep posted prey loving smile devouring kiss,0
th gower mate man good wales ill back morrow wk msg random,0
sorry lot friendofafriend stuff im talk actual guy wants buy,0
sorry man accounts dry would want could trade back half could buy shit credit card,0
sent scores sophas secondary application schools think thinking applying research cost also contact joke ogunrinde school one less expensive ones,0
goin workout lor muz lose fats,0
yes dont care need bad princess,0
wants talk,0
nd time tried contact pound prize claim easy call per min btnationalrate,1
took mr owl licks,0
tables occupied im waiting tree,0
im boat still moms check yo im half naked,0
im always looking excuse city,0
nope forgot show next week,0
valued vodafone customer computer picked win prize collect easy call,1
pa tell went bath,0
dont put stuff roads keep getting slippery,0
dont think got think use got good ni,0
sun ah thk mayb dun anythin thk book lesson pilates orchard mrt noe hor,0
valued customer pleased advise following recent review mob awarded bonus prize call,1
whenevr ur sad whenevr ur gray remembr im listn watevr wanna say jus walk wid little whileamp promise ill bring back ur smile,0
kinda first one gets twelve aah speak tomo,0
dad wanted talk apartment got late start omw,0
thanks picking trash,0
speaking cash yet,0
got meh,0
random saw old roomate campus graduated,0
rajipls favour pls convey birthday wishes nimya pls today birthday,0
regret inform nhs made mistakeu never actually bornplease report yor local hospital terminatedwe sorry inconvenience,0
babe lost try rebooting,0
living simple loving also simple laughing simple winning tooo simple simple difficult,0
slept thinkthis time ltgt pm dangerous,0
finally came fix ceiling,0
luv soo much dont understand special ring morrow luv xxx,0
nah straight bring bud drinks something thats actually little useful straight cash,0
love girls office may wonder smiling sore,0
dont show far put new pictures facebook,0
science tells chocolate melt sunlight please dont walk sunlight bcozi dont want loss sweet friend,0
yeshe good crickiting mind,0
camera awarded sipix digital camera call fromm landline delivery within days,1
aiyo bit pai seh noe scared dun rem die hee become better lookin oredi leh,0
updatenow mths half price orange line rental minscall mobileupd calloptoutjq,1
real tho sucks cant even cook whole electricity im hungry,0
xmas offer latest motorola sonyericsson nokia free bluetooth dvd double mins txt orange call mobileupd calloptoutqf,1
home also,0
bishan lar nearer need buy early cos buy gotta park car,0
good day mine really busy much tomorrow night,0
get garden ready summer free selection summer bulbs seeds worth scotsman saturday stop go notxtcouk,1
yup studying surfing lor im lazy mode today,0
havent,0
aldrine rakhesh ex rtm herepls callurgent,0
height recycling read twice people spend time earning money money spent spending time good morning keep smiling,0
tacos rajas burrito right,0
lol ok ill try send warned sprint dead slow youll prolly get tomorrow,0
wait ltgt min,0
check wid corect speling ie sarcasm,0
yo guys ever figure much need alcohol jay trying figure much safely spend weed,0
ard like dat lor,0
wont get concentration dear know mind everything,0
garage keys arent bookshelf,0
shes fine good hear dear happy new year oh,0
oic better quickly go bathe settle,0
thanks temales wonderful thank great week,0
ya ok dinner,0
wait msg ltgt min,0
